City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
136,Mangrol,IN,77.74,clear sky,21.1167,70.1167,Hotel The Royal Honours
138,Saint-Philippe,RE,78.8,clear sky,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
139,Codrington,AU,52.48,overcast clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
142,San Jeronimo,PE,51.58,light rain,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
144,Rio Gallegos,AR,53.6,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
145,Luwuk,ID,78.55,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
146,Esperanca,BR,73.4,clear sky,-7.0331,-35.8572,Pousada Banabuiê
147,Novo Aripuana,BR,74.46,light rain,-5.1206,-60.3797,Hotel Ezequiel
148,Inhambane,MZ,72.84,clear sky,-23.865,35.3833,Oceano
149,Sinnamary,GF,78.26,moderate rain,5.3833,-52.95,ALETHEIA Appartement Sinnamary
153,Cayenne,GF,75.2,light rain,4.9333,-52.3333,Hôtel Le Dronmi
155,Sao Joao Da Barra,BR,74.61,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
156,East London,ZA,70.14,broken clouds,-33.0153,27.9116,Tu Casa
157,Pergamino,AR,68.0,light rain,-33.89,-60.5736,Hotel Fachinat
159,Lagoa,PT,59.59,overcast clouds,39.05,-27.9833,Casa Das Faias
160,Plaster Rock,CA,51.8,overcast clouds,46.9065,-67.39,Settler's Inn & Motel
162,Ancud,CL,53.01,light rain,-41.8697,-73.8203,Hotel Arena Gruesa
163,Broome,US,68.0,clear sky,42.2506,-75.833,Chenango Valley State Park
164,Castro,BR,61.88,clear sky,-24.7911,-50.0119,CHACARA BAILLY
167,Geraldton,AU,71.6,overcast clouds,-28.7667,114.6,Broadwater Mariner Resort
168,Pelileo,EC,75.2,scattered clouds,-1.3167,-78.5333,La Casta
170,Qeshm,IR,77.0,clear sky,26.9581,56.2719,Qeshm Kavan Hotel
174,Barranca,PE,69.87,broken clouds,-10.75,-77.7667,El Olivar Hospedaje
177,Hanmer Springs,NZ,63.66,broken clouds,-42.5167,172.8167,The Chalets Motel
178,Tateyama,JP,55.4,few clouds,34.9833,139.8667,Tateyama Seaside Hotel
182,Barcelos,PT,55.99,scattered clouds,41.5388,-8.6151,Hotel Do Terço
183,Caldwell,US,61.0,clear sky,43.6629,-116.6874,La Quinta Inn by Wyndham Caldwell
187,Poum,NC,79.12,overcast clouds,-20.2333,164.0167,Gîte kajeon
188,Thunder Bay,CA,51.8,overcast clouds,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
189,Portland,US,52.0,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
195,Eucaliptus,BO,53.01,overcast clouds,-17.5833,-67.5167,Hotel Serrano
196,Tabou,CI,79.83,overcast clouds,4.423,-7.3528,hotêl doufoulougou
198,Pedernales,DO,78.71,broken clouds,18.0384,-71.744,Hotel Costa Marina
201,Tutoia,BR,78.53,overcast clouds,-2.7619,-42.2744,Pousada Guará's
202,Westport,US,63.0,clear sky,41.1415,-73.3579,The Westport Inn
204,Port Lincoln,AU,59.34,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
207,Sao Filipe,CV,75.24,few clouds,14.8961,-24.4956,Tortuga B&B
209,Polewali,ID,77.38,overcast clouds,-3.4324,119.3435,Lilianto Hotel
211,Itumba,TZ,61.77,moderate rain,-9.4,33.1833,Swila Logd
213,Manacapuru,BR,78.8,few clouds,-3.2997,-60.6206,Novo Hotel
218,Chuy,UY,68.38,moderate rain,-33.6971,-53.4616,Nuevo Hotel Plaza
220,Saldanha,ZA,60.8,overcast clouds,-33.0117,17.9442,Blue Bay Lodge
222,Camacha,PT,64.4,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
223,Bredasdorp,ZA,53.6,overcast clouds,-34.5322,20.0403,Bredasdorp Country Manor
224,Tezu,IN,65.43,broken clouds,27.9167,96.1667,Circuit House
225,Marsh Harbour,BS,76.14,clear sky,26.5412,-77.0636,Abaco Beach Resort
226,Katsuura,JP,53.01,few clouds,35.1333,140.3,Katsuura Hotel Mikazuki
227,Oussouye,SN,75.2,clear sky,12.485,-16.5469,Auberge du Routard
228,Esperance,AU,57.2,overcast clouds,-33.8667,121.9,Hospitality Esperance
229,Richards Bay,ZA,69.22,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
233,Bubaque,GW,77.32,few clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
235,Touros,BR,77.0,scattered clouds,-5.1989,-35.4608,INN NEW HORIZON
236,Gambiran,ID,76.44,overcast clouds,-6.7988,111.4951,GUBUK KU
240,Jalu,LY,58.73,broken clouds,29.0331,21.5482,صاحبة الفخامة
243,Shimoda,JP,55.4,few clouds,34.6667,138.95,Shimoda Tokyu Hotel
244,Grand Gaube,MU,79.0,overcast clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
245,Usakos,NA,74.26,clear sky,-22.0,15.6,Hotel Pension Bahnhof
247,Kitgum,UG,68.31,overcast clouds,3.2783,32.8867,Jaflo Gardens Hotel
248,Plettenberg Bay,ZA,62.24,overcast clouds,-34.0527,23.3716,Thanda Vista B&B
249,Moindou,NC,77.0,mist,-21.6924,165.67700000000002,Gite de la RYAWA
251,Soubre,CI,76.6,overcast clouds,5.7856,-6.6083,Lynd Hotels Soubre
253,Acandi,CO,79.11,overcast clouds,8.5063,-77.2778,Hotel Patio Bonito
255,Dinajpur,BD,76.5,clear sky,25.6272,88.6386,Hotel Sahara
258,Constitucion,CL,53.94,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
263,Umm Lajj,SA,68.31,clear sky,25.0213,37.2685,Moon light Furnished Units
266,Kwinana,AU,64.99,light rain,-32.25,115.7667,Rockingham Apartments
267,Nicoya,CR,78.8,broken clouds,10.1483,-85.45200000000001,Guayacan Real
269,Kutum,SD,70.74,scattered clouds,14.2,24.6667,Dibbo areaمنطقة دبو
270,Noumea,NC,79.0,moderate rain,-22.2763,166.4572,Hôtel Le Lagon
271,Tura,IN,71.56,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
272,Garmisch-Partenkirchen,DE,53.6,overcast clouds,47.4921,11.0958,H+ Hotel Alpina Garmisch-Partenkirchen
273,Sohag,EG,59.0,clear sky,26.557,31.6948,Civil Registry - Sohag 1
274,Kununurra,AU,77.0,overcast clouds,-15.7667,128.7333,Hotel Kununurra
277,Pangkalanbuun,ID,75.04,light rain,-2.6833,111.6167,Grand Kecubung Hotel
278,Vila Franca Do Campo,PT,60.8,mist,37.7167,-25.4333,Pestana Bahia Praia
279,Quatre Cocos,MU,79.0,light rain,-20.2078,57.7625,Emeraude Beach Attitude Hotel
281,Aksu,CN,51.91,clear sky,41.1231,80.2644,Pudong Holiday Hotel
285,Upata,VE,74.12,overcast clouds,8.0086,-62.3989,Posada Villa Nela
287,Bambanglipuro,ID,77.72,overcast clouds,-7.95,110.2833,Puri Brata
288,Ribeira Grande,PT,62.1,overcast clouds,38.5167,-28.7,Quinta da Meia Eira
292,Fukuma,JP,54.0,clear sky,33.7667,130.4667,Masago
293,Guerrero Negro,MX,66.24,overcast clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
296,Leopold,AU,50.0,light rain,-38.1833,144.4667,Avila Vista
298,Montepuez,MZ,67.66,overcast clouds,-13.1256,38.9997,Complexo Messalo
300,Marrakesh,MA,62.6,clear sky,31.6315,-8.0083,Novotel Marrakech Hivernage
302,Cockburn Town,TC,75.49,overcast clouds,21.4612,-71.1419,Osprey Beach Hotel
304,Misratah,LY,59.88,overcast clouds,32.3754,15.0925,فندق الماسة
308,Vangaindrano,MG,72.07,scattered clouds,-23.35,47.6,Hotel Fanilo
312,Ulladulla,AU,57.2,clear sky,-35.35,150.4667,Sandpiper Motel
313,Port Hedland,AU,78.8,broken clouds,-20.3167,118.5667,The Esplanade Hotel
315,Kilindoni,TZ,79.93,moderate rain,-7.9139,39.6668,Bustani B&B
316,Ambulu,ID,76.21,scattered clouds,-8.345,113.6058,Hotel Ambulu Jember
318,Birjand,IR,59.0,clear sky,32.8663,59.2211,Birjand Tourist Hotel
322,Yulara,AU,64.4,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
325,Khorramshahr,IR,78.8,scattered clouds,30.4397,48.1664,دفتر نمایندگی شرکت بازاریابان ایرانیان زمینBIZ
326,Nouadhibou,MR,68.0,scattered clouds,20.930999999999997,-17.0347,El Medina
327,Meulaboh,ID,76.91,broken clouds,4.1363,96.1285,Kost Pria
328,Sao Lourenco Do Sul,BR,73.99,light rain,-31.3653,-51.9783,Hotel Pousada Verde Água
332,Bambous Virieux,MU,79.0,light rain,-20.3428,57.7575,Casa Tia Villa
336,Sao Felix Do Xingu,BR,73.63,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
339,Chino Valley,US,78.01,clear sky,34.7575,-112.4538,Primrose Inn & Suites
343,Kahului,US,78.8,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
345,Bosaso,SO,79.63,clear sky,11.2842,49.1816,Red Sea Hotel
346,Moyale,KE,68.05,light rain,3.5167,39.0584,La Tahzan Guest House
347,Ouesso,CG,71.28,light rain,1.6136,16.0517,Hôtel ABENI
348,Kieta,PG,78.19,moderate rain,-6.2167,155.6333,Uruna Bay Retreat
349,Naftalan,AZ,57.2,broken clouds,40.5067,46.825,Gashalti Health Hotel - Naftalan
353,Guiglo,CI,76.48,overcast clouds,6.5456,-7.4966,Hotel GBAOLY 2
354,Umtata,ZA,63.34,overcast clouds,-31.5889,28.7844,LLZZ Boutique Lodge
356,Bowling Green,US,69.8,few clouds,36.9903,-86.4436,Hilton Garden Inn Bowling Green
357,Cody,US,62.6,clear sky,44.5263,-109.0565,Buffalo Bill (Cabins) Village
361,Tuatapere,NZ,62.01,moderate rain,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
363,Mitchell,US,60.8,clear sky,43.7094,-98.0298,Kelly Inn & Suites
364,Kaitangata,NZ,64.99,broken clouds,-46.2817,169.8464,Kaitangata Motor Camp
366,Mana,GF,78.04,broken clouds,5.6592,-53.7767,LE SAMANA
368,Byron Bay,AU,73.4,scattered clouds,-28.65,153.6167,Backpackers Inn on the Beach
369,Kruisfontein,ZA,58.62,overcast clouds,-34.0033,24.7314,Oyster Bay House Rental
370,Lebu,CL,53.19,clear sky,-37.6167,-73.65,Hostal Las Lilas
372,Pacific Grove,US,60.01,clear sky,36.6177,-121.9166,Lovers Point Inn
373,Santa Cruz Do Capibaribe,BR,71.13,overcast clouds,-7.9575,-36.2047,Etiqueta Hotel
375,Samarinda,ID,75.27,overcast clouds,-0.5,117.15,Aston Samarinda Hotel & Convention Center
377,Kupang,ID,78.1,broken clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
379,Hearst,CA,55.4,broken clouds,49.6835,-83.6665,Companion
381,Yangshe,CN,59.0,light rain,31.8899,120.6052,Jindongmen Hotel
383,Ahipara,NZ,71.83,clear sky,-35.1667,173.1667,Ahipara Holiday Park
384,Gat,IL,55.99,scattered clouds,31.61,34.7642,OlusHome
390,Luderitz,NA,72.45,clear sky,-26.6481,15.1594,LÜDERITZ NEST HOTEL
391,Saint Thomas Mount,IN,78.8,mist,12.9964,80.2031,Le Royal Méridien Chennai
392,Dubbo,AU,55.4,scattered clouds,-32.25,148.6167,Comfort Inn Blue Lagoon
393,Abha,SA,64.4,few clouds,18.2164,42.5053,Abha Hotel
394,Road Town,VG,77.0,few clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
395,San Quintin,MX,65.43,broken clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
396,Saint-Joseph,RE,78.8,clear sky,-21.3667,55.6167,"""Plantation Bed and Breakfast"
400,Necochea,AR,57.0,light rain,-38.5473,-58.7368,dyd -mar Hotel
401,Garowe,SO,70.48,clear sky,8.4054,48.4845,Curubo Hotel
402,Parrita,CR,75.2,scattered clouds,9.5201,-84.3225,Beso del Viento
403,Dingle,PH,78.1,moderate rain,10.9995,122.6711,SEGAYA PROPERTY
406,Mount Isa,AU,73.4,few clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
407,Matara,LK,76.33,scattered clouds,5.9485,80.5353,Amaloh Boutique Resort
413,Puerto Leguizamo,CO,75.45,overcast clouds,-0.1934,-74.7819,la casona de juancho
414,Tucumcari,US,73.4,clear sky,35.1717,-103.725,Holiday Inn Express & Suites Tucumcari
420,Norman,US,66.99,clear sky,35.2226,-97.4395,Montford Inn
424,Sao Gabriel Da Cachoeira,BR,73.72,broken clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
425,Nouakchott,MR,73.4,broken clouds,18.0858,-15.9785,HOTEL IMAN فندق إيمان
427,Bulawayo,ZW,58.59,clear sky,-20.15,28.5833,4 On Housman Backpackers
428,Salta,AR,71.6,clear sky,-24.7859,-65.4117,Hotel Alejandro I
429,Shelburne,CA,69.8,clear sky,44.0787,-80.2041,The Retreat at the Farm
432,Saint-Pierre,RE,78.8,overcast clouds,-21.3393,55.4781,Lindsey Hôtel
433,Sarai Naurang,PK,73.17,broken clouds,32.8259,70.7814,Taj Mahal hotel
436,Talara,PE,75.2,broken clouds,-4.5772,-81.2719,Hostal Oro Negro
438,Batticaloa,LK,78.37,broken clouds,7.7102,81.6924,Grand Star Guest House
439,Dharampur,IN,79.47,scattered clouds,20.5333,73.1833,Motel 11
440,Madikeri,IN,63.88,broken clouds,12.4167,75.7333,Club Mahindra Madikeri Resort In Coorg
445,Prince Albert,CA,51.8,few clouds,53.2001,-105.7677,Holiday Inn Express & Suites Prince Albert
448,Inongo,CD,72.66,light rain,-1.95,18.2667,Hotel Du Lac
449,Bathsheba,BB,78.8,volcanic ash,13.2167,-59.5167,Atlantis Hotel
450,Rawson,AR,64.4,clear sky,-43.3002,-65.1023,Hosteria Sampedro
451,Punto Fijo,VE,79.95,overcast clouds,11.6956,-70.1996,Santa Fe Inn Hotel
452,Veraval,IN,78.1,clear sky,20.9,70.3667,Lords Inn Somnath
453,La Esperanza,GT,73.99,broken clouds,14.8667,-91.5667,Hotel Imperio Inn
454,Canutama,BR,74.73,overcast clouds,-6.5339,-64.3831,Hotel Jhennifer
455,Pandan,PH,79.45,broken clouds,14.0453,124.1694,Bonifacio Lodge
457,Hakui,JP,54.0,clear sky,36.8833,136.7833,KYUKAMURA NOTO-CHIRIHAMA
458,Yatou,CN,50.14,broken clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
460,Talca,CL,60.8,clear sky,-35.4333,-71.6667,Casa de Huespedes Marbargla
461,Nurota,UZ,53.6,clear sky,40.5614,65.6886,Guest House Ruslan Nurata & Tours
464,Myitkyina,MM,68.83,broken clouds,25.3833,97.4,Shwe Phyu Hotel
466,Bandarbeyla,SO,78.01,clear sky,9.4942,50.8122,JABIR HOTEL
469,Isangel,VU,79.57,overcast clouds,-19.55,169.2667,Volcano Sea View Tree House
473,Phonhong,LA,77.0,broken clouds,18.5007,102.4166,Manyvong Guest House
474,Foz,ES,50.0,overcast clouds,43.5692,-7.2544,Hotel Balcón de San Bartolo
478,Sao Joao Dos Patos,BR,75.96,overcast clouds,-6.495,-43.7022,Montesino Hotel & Restaurante
479,Ribeira Brava,PT,60.01,overcast clouds,32.65,-17.0667,Hotel do Campo
480,Makakilo City,US,78.8,broken clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
481,Wajir,KE,78.94,overcast clouds,1.7471,40.0573,Al-bustan Hotel And Restaurant.
483,Mbanza-Ngungu,CD,66.13,overcast clouds,-5.25,14.8667,Hotel Full Business
486,Mawlamyine,MM,79.02,broken clouds,16.4914,97.6256,Sandalwood Hotel
487,Santa Isabel Do Rio Negro,BR,78.66,overcast clouds,-0.4139,-65.0192,Hotel GSA
489,Estelle,US,77.0,broken clouds,29.8458,-90.1067,Ohio
491,Lovington,US,73.99,clear sky,32.944,-103.3485,Buena vida rv parks
492,Dong Hoi,VN,75.25,broken clouds,17.4833,106.6,Nam Long Hotel
494,Luena,AO,58.1,scattered clouds,-11.7833,19.9167,Hotel Kandamba
495,Winnemucca,US,71.6,clear sky,40.973,-117.7357,Winners Inn Casino
499,Owando,CG,71.53,overcast clouds,-0.4819,15.8999,Exaunel Hotel Owando
501,Monte Alegre De Minas,BR,69.8,clear sky,-18.8706,-48.8808,Hotel Via Hotel
504,Broken Hill,AU,55.4,scattered clouds,-31.95,141.4333,Royal Exchange Hotel
506,Qesarya,IL,57.0,scattered clouds,32.5189,34.9046,Dan Caesarea
507,Kabompo,ZM,59.81,clear sky,-13.5927,24.2008,Big Tree
511,Vila Velha,BR,77.0,few clouds,-20.3297,-40.2925,Quality Suites Vila Velha
512,Springbok,ZA,69.75,clear sky,-29.6643,17.8865,Undulata Country Lodge
514,Praya,CV,73.4,clear sky,14.9215,-23.5087,LT Aparthotel
515,Maceio,BR,71.6,broken clouds,-9.6658,-35.7353,Poutur Pousada
516,Virginia Beach,US,69.01,broken clouds,36.8529,-75.97800000000001,Hilton Virginia Beach Oceanfront
517,Clovis,US,78.01,broken clouds,36.8252,-119.7029,"Homewood Suites by Hilton Fresno Airport/Clovis, CA"
519,Normandin,CA,55.4,overcast clouds,48.8333,-72.5321,Chambres MB Normandin (Lac St -Jean)
520,Souillac,MU,78.8,broken clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
522,Maraba,BR,75.34,broken clouds,-5.3686,-49.1178,Hotel Del Principe
523,Sale,MA,60.01,few clouds,34.0389,-6.8166,Hôtel Mercure Rabat Sheherazade
525,Vila Do Maio,CV,73.4,clear sky,15.1333,-23.2167,Residence 'I Delfini'
527,The Valley,AI,77.0,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
529,Tumaco,CO,78.62,broken clouds,1.7986,-78.8156,Dafneruben
530,Carberry,CA,62.6,scattered clouds,49.8689,-99.3602,Carberry Motor Inn
535,Flinders,AU,60.01,clear sky,-34.5833,150.8552,Shellharbour Resort & Conference Centre
539,Jashpurnagar,IN,70.14,clear sky,22.9,84.15,Sagar Restaurant
540,Malanje,AO,63.88,light rain,-9.5402,16.340999999999998,Malanje Hotel
542,Te Anau,NZ,55.92,overcast clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
545,Itanagar,IN,66.07,few clouds,27.1,93.6167,OYO 45507 Hotel Moomsie
550,Danjiangkou,CN,55.4,heavy intensity rain,32.5428,111.5086,Dongsheng Guesthouse
552,Iracoubo,GF,78.12,light rain,5.4802,-53.2011,Le Gite D Iracoubo
554,Minab,IR,75.2,clear sky,27.1467,57.0801,Bam campground
556,Tambura,SS,71.55,overcast clouds,5.6,27.4667,Rikito Lodge
562,Contamana,PE,76.33,heavy intensity rain,-7.3333,-75.0167,Shiringal Touristic Park
563,Eseka,CM,74.64,light rain,3.65,10.7667,Complexe Hotelier Ndjiki Mpeck Eseka II
565,Akyab,MM,76.05,clear sky,20.15,92.9,Hotel Memory
568,Tuy Hoa,VN,75.92,scattered clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
569,Goderich,CA,71.6,overcast clouds,43.7501,-81.7165,Harmony Inn
571,Da Nang,VN,75.2,few clouds,16.0678,108.2208,Sun River Hotel
577,Puerto Carreno,CO,74.71,overcast clouds,6.189,-67.4859,Casa Hotel Victoria
578,Mazagao,BR,75.2,overcast clouds,-0.115,-51.2894,Recanto dos Ferreiras
580,Rusape,ZW,52.9,clear sky,-18.5278,32.1284,Surrey Lodge
581,Ucluelet,CA,50.0,few clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
582,Galle,LK,78.55,clear sky,6.0367,80.217,Amangalla
584,Makat,KZ,60.96,few clouds,47.6469,53.3463,Umit
585,Alegria,PH,77.88,heavy intensity rain,9.4669,125.5772,Eezy't
586,Chimbote,PE,69.66,overcast clouds,-9.0853,-78.5783,Hotel Viera Chimbote
591,Nara,JP,52.0,clear sky,34.6851,135.8049,Guesthouse Nara Komachi
592,Salina,US,63.0,clear sky,38.8403,-97.6114,Holiday Inn Express & Suites Salina
594,Bull Savanna,JM,77.56,broken clouds,17.8868,-77.5902,Big Red's
595,Yarmouth,US,55.0,broken clouds,41.7057,-70.2286,Blue Rock Resort
596,Praia Da Vitoria,PT,61.0,light intensity drizzle,38.7333,-27.0667,Hotel Branco I
598,Peniche,PT,59.0,clear sky,39.3558,-9.3811,Hotel Star inn Peniche
600,Luanda,AO,78.8,broken clouds,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
601,Seara,PT,55.0,overcast clouds,41.1818,-7.8003,Six Senses Douro Valley
612,Kalmunai,LK,77.94,broken clouds,7.4167,81.8167,VS Villa
613,Zhuhai,CN,72.0,scattered clouds,22.2769,113.5678,Nanyang Seascape Hotel Zhuhai Hotel
614,Outjo,NA,64.22,clear sky,-20.1167,16.15,Kai-Oms Backpackers Lodge
615,Rio Do Sul,BR,72.0,broken clouds,-27.2142,-49.6431,Hotel | Restaurante Aliança Express
616,Ambon,ID,78.8,few clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
618,Saurimo,AO,60.94,overcast clouds,-9.6608,20.3916,Hotel Kawissa Saurimo
620,Morondava,MG,77.13,overcast clouds,-20.2833,44.2833,La Case Bambou
621,Ambilobe,MG,72.52,overcast clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
